timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
27811,30.00,47.035,64,813,1381,273,0,0,1758371,0
27914,30.00,33.695,0,817,1375,273,0,6,1758371,0
28014,28.00,32.778,0,817,1381,273,0,0,1758371,0
28116,28.00,33.557,0,817,1381,273,0,0,1758371,0
28227,28.00,37.050,0,991,1381,273,1,0,1758371,0
28359,28.00,32.912,0,991,1381,276,0,0,1778305,0
28462,28.00,33.082,0,991,1381,276,0,0,1778305,0
28566,28.00,33.406,0,991,1381,276,0,0,1778305,0
28668,28.00,34.137,0,993,1381,276,0,0,1778305,0
28772,28.00,35.546,0,1105,1362,278,0,6,1789864,0
28873,28.00,34.835,0,1109,1380,278,0,2,1789864,0
28974,29.00,33.381,0,1109,1382,278,0,0,1789864,0
29078,29.00,33.286,0,1109,1382,278,0,0,1789864,0
29178,29.00,32.850,0,1111,1382,278,0,0,1789864,0
29279,29.00,35.062,0,1181,1355,279,0,6,1796935,0
29384,29.00,36.568,0,1187,1373,279,0,6,1796935,0
29492,29.00,33.185,0,1187,1381,279,0,0,1796935,0
29597,29.00,33.942,0,1191,1359,279,0,6,1796935,0
29698,29.00,36.773,0,1197,1371,279,0,6,1796935,0
29799,29.00,34.526,0,1259,1378,280,0,0,1803622,0
29899,29.00,34.213,0,1259,1378,280,0,0,1803622,0
30001,29.00,33.442,0,1261,1378,280,0,0,1803622,0
30135,29.00,34.807,0,1261,1378,280,0,0,1803622,0
30268,29.00,33.816,0,1261,1378,280,0,0,1803622,0
30400,29.00,33.332,0,1263,1352,280,0,6,1803622,0
30500,29.00,34.165,0,1269,1370,280,0,6,1803622,0
30635,29.00,34.773,0,1271,1380,280,0,0,1803622,0
30742,29.00,31.843,0,1339,1380,280,4,0,1803622,0
30868,29.00,33.454,0,1519,1380,284,0,0,1831804,0
30998,30.00,31.788,0,1519,1380,284,0,0,1831804,0
31127,30.00,31.249,0,1521,1380,284,0,0,1831804,0
31256,30.00,33.164,0,1525,1380,284,0,0,1831804,0
31383,30.00,31.566,0,1529,1350,284,0,6,1831804,0
31510,30.00,31.489,0,1535,1357,284,0,6,1831804,0
31635,30.00,31.306,0,1541,1378,284,0,0,1831804,0
31760,30.00,31.467,0,1597,1378,285,0,0,1837574,0
31884,30.00,30.703,0,1599,1378,285,0,0,1837574,0
32007,32.00,29.766,0,1599,1378,285,0,0,1837574,0
32131,32.00,30.481,0,1599,1378,285,0,0,1837574,0
32252,32.00,30.336,0,1599,1378,285,0,0,1837574,0
32373,32.00,30.432,0,1603,1354,285,0,6,1837574,0
32493,32.00,30.168,0,1609,1378,285,0,3,1837574,0
32621,32.00,29.840,0,1609,1381,285,0,0,1837574,0
32735,32.00,31.650,0,1609,1381,285,0,0,1837574,0
32857,32.00,30.227,0,1611,1381,285,0,0,1837574,0
32977,33.00,29.994,0,1611,1381,285,0,0,1837574,0
33097,33.00,29.761,0,1611,1381,285,0,0,1837574,0
33216,33.00,29.576,0,1615,1353,285,0,6,1837574,0
33336,33.00,29.914,0,1623,1377,285,0,4,1837574,0
33455,33.00,30.233,0,1623,1381,285,0,0,1837574,0
33576,33.00,30.869,0,1623,1381,285,0,0,1837574,0
33695,33.00,30.124,0,1623,1381,285,0,0,1837574,0
33814,33.00,30.330,0,1625,1381,285,0,0,1837574,0
33934,33.00,30.016,0,1625,1381,285,0,0,1837574,0
34055,33.00,30.392,0,1629,1348,285,0,6,1837574,0
34155,33.00,34.733,0,1635,1366,285,0,6,1837574,0
34304,33.00,33.881,0,1637,1378,285,0,2,1837574,0
34418,33.00,31.222,0,1637,1380,285,0,0,1837574,0
34542,33.00,32.002,0,1683,1380,286,0,0,1842029,0
34661,33.00,30.135,0,1683,1380,286,0,0,1842029,0
34782,33.00,29.787,0,1689,1375,286,0,6,1842029,0
34903,33.00,30.140,0,1689,1382,286,0,0,1842029,0
35023,30.00,30.557,0,1689,1382,286,0,0,1842029,0
35144,30.00,29.872,0,1697,1371,286,0,6,1842029,0
35264,30.00,28.982,0,1699,1382,286,0,0,1842029,0
35384,30.00,30.032,0,1699,1382,286,0,0,1842029,0
35507,30.00,29.921,0,1747,1382,287,0,0,1846814,0
35623,30.00,29.706,0,1747,1382,287,0,0,1846814,0
35743,30.00,30.336,0,1751,1368,287,0,6,1846814,0
35866,30.00,30.203,0,1753,1382,287,0,0,1846814,0
35983,34.00,30.382,0,1753,1382,287,0,0,1846814,0
36103,34.00,29.151,0,1753,1382,287,0,0,1846814,0
36226,34.00,29.928,0,1755,1382,287,0,0,1846814,0
36343,34.00,29.788,0,1755,1382,287,0,0,1846814,0
